Dates,Crowdstrike,Palo Alto Networks,Zscaler,Cloudflare,Cisco
1/2/2020 16:00:00,0.06315101664,0.2359785203,0.02377915452,0.005513336314,0.4947984395
1/3/2020 16:00:00,0.06818618596,0.2392371948,0.02393100097,0.006208712065,0.4691157347
1/6/2020 16:00:00,0.08494445939,0.2471085001,0.02793974733,0.008791536284,0.4746423927
1/7/2020 16:00:00,0.08356074874,0.2502753809,0.02702866861,0.008692196891,0.4645643693
1/8/2020 16:00:00,0.08705846177,0.2432302185,0.0341654519,0.009238563552,0.4655396619
1/9/2020 16:00:00,0.08813468117,0.2466724803,0.04403547133,0.005463666617,0.4590377113
1/10/2020 16:00:00,0.09297766845,0.2416238296,0.04707240039,0.007748472657,0.4528608583
1/13/2020 16:00:00,0.09978091248,0.2486230953,0.06110301263,0.01211940595,0.4801690507
1/14/2020 16:00:00,0.1008186955,0.2465118414,0.06086005831,0.01380817563,0.4743172952
1/15/2020 16:00:00,0.1047007726,0.2481182302,0.06222667638,0.01455322108,0.4814694408
1/16/2020 16:00:00,0.1123496176,0.2539930237,0.06778425656,0.01509958774,0.5152795839
1/17/2020 16:00:00,0.1170004228,0.2512621627,0.06052599611,0.01331147867,0.5143042913
1/21/2020 16:00:00,0.1123496176,0.2539241784,0.06380587949,0.01033129688,0.5071521456
1/22/2020 16:00:00,0.113618019,0.255071599,0.06201409135,0.01057964536,0.5156046814
1/23/2020 16:00:00,0.1096975055,0.2577565632,0.06016156463,0.01117568172,0.5136540962
1/24/2020 16:00:00,0.1008571319,0.2531668809,0.05557580175,0.009188893856,0.5087776333
1/27/2020 16:00:00,0.09628319945,0.2415779328,0.05023080661,0.009437242338,0.4639141743
1/28/2020 16:00:00,0.1001652765,0.2444923811,0.05162779397,0.01072865445,0.4736671001
1/29/2020 16:00:00,0.104739209,0.2408894804,0.05354105928,0.008294839319,0.450260078
1/30/2020 16:00:00,0.1131567821,0.241922159,0.05524173955,0.01192072716,0.4564369311
1/31/2020 16:00:00,0.1079294308,0.2345327703,0.05038265306,0.009635921125,0.4151495449
2/3/2020 16:00:00,0.1078909943,0.2372636314,0.05259961127,0.008791536284,0.4333550065
2/4/2020 16:00:00,0.1174232233,0.2469478612,0.05885568513,0.009983609,0.4687906372
2/5/2020 16:00:00,0.1107352885,0.2503212778,0.05773202138,0.01033129688,0.4957737321
2/6/2020 16:00:00,0.1121574355,0.2604415274,0.05739795918,0.009188893856,0.5035760728
2/7/2020 16:00:00,0.1117730715,0.2598678171,0.05912900875,0.01117568172,0.4801690507
2/10/2020 16:00:00,0.1164238767,0.2637690472,0.06480806608,0.01202006656,0.5094278283
2/11/2020 16:00:00,0.1236883576,0.2621856068,0.06505102041,0.01216907565,0.5178803641
2/12/2020 16:00:00,0.1232655571,0.2573434918,0.06371477162,0.009437242338,0.5438881664
2/13/2020 16:00:00,0.1241495945,0.2593859005,0.06802721088,0.01067898475,0.4590377113
2/14/2020 16:00:00,0.1223815198,0.2631494401,0.06866496599,0.009089554463,0.4476592978
2/18/2020 16:00:00,0.1269554522,0.2676702772,0.07397959184,0.00784781205,0.4353055917
2/19/2020 16:00:00,0.1269170158,0.2664999082,0.0779579689,0.01038096657,0.4255526658
2/20/2020 16:00:00,0.116731368,0.2674866899,0.07798833819,0.02175532707,0.4437581274
2/21/2020 16:00:00,0.1073144482,0.253396365,0.04558430515,0.02533154522,0.4258777633
2/24/2020 16:00:00,0.09636007226,0.2403846154,0.03753644315,0.01932151195,0.3511053316
2/25/2020 16:00:00,0.09505323442,0.1477418763,0.03313289602,0.02170565738,0.3101430429
2/26/2020 16:00:00,0.09782065573,0.1308059482,0.03592687075,0.03074554214,0.2912873862
2/27/2020 16:00:00,0.09413076066,0.126170369,0.03109815355,0.0299011573,0.22236671
2/28/2020 16:00:00,0.1023561517,0.1194235359,0.03793124393,0.02672229673,0.2187906372
3/2/2020 16:00:00,0.100395895,0.1301404443,0.04033041788,0.03059653306,0.2591027308
3/3/2020 16:00:00,0.09021024715,0.1135028456,0.03592687075,0.03059653306,0.22236671
3/4/2020 16:00:00,0.09297766845,0.1223379842,0.04218294461,0.03367605424,0.2662548765
3/5/2020 16:00:00,0.08805780836,0.1112309528,0.04209183673,0.03690458451,0.2070871261
3/6/2020 16:00:00,0.0728369912,0.1000321278,0.03003522838,0.03402374211,0.210663199
3/9/2020 16:00:00,0.04892954607,0.06012483936,0.01348396501,0.02394079372,0.1547464239
3/10/2020 16:00:00,0.05342660568,0.08006700936,0.02280733722,0.02577857249,0.2236671001
3/11/2020 16:00:00,0.03782142445,0.05725628786,0.01026482021,0.02319574827,0.1251625488
3/12/2020 16:00:00,0.01848791175,0.01828988434,0,0.01609298167,0
3/13/2020 16:00:00,0.02513741015,0.04357903433,0.007258260447,0.01559628471,0.144343303
3/16/2020 16:00:00,0,0.01053332109,0.007045675413,0,0.01657997399
3/17/2020 16:00:00,0.01921820348,0.02060767395,0.02235179786,0.01375850594,0.07477243173
3/18/2020 16:00:00,0.02160126071,0,0.03240403304,0.01877514528,0.1274382315
3/19/2020 16:00:00,0.03355498328,0.01498531302,0.0373845967,0.02369244524,0.1466189857
3/20/2020 16:00:00,0.06149825114,0.02512851111,0.04294217687,0.02880842398,0.07802340702
3/23/2020 16:00:00,0.07087673444,0.03116394346,0.05627429543,0.02726866339,0.0455136541
3/24/2020 16:00:00,0.09347734174,0.06457683128,0.06875607386,0.03223563304,0.1755526658
3/25/2020 16:00:00,0.08751969866,0.07671654122,0.0596149174,0.0285104058,0.1453185956
3/26/2020 16:00:00,0.09851251105,0.0812832752,0.06392735666,0.02821238762,0.2399219766
3/27/2020 16:00:00,0.09908905715,0.06875344226,0.05809645287,0.0300004967,0.1827048114
3/30/2020 16:00:00,0.09497636161,0.07777216817,0.05873420797,0.03958674812,0.2314694408
3/31/2020 16:00:00,0.08713533459,0.07201211676,0.06486880466,0.03755029057,0.1986345904
4/1/2020 16:00:00,0.08290732982,0.07178263264,0.0683005345,0.04072915114,0.1667750325
4/2/2020 16:00:00,0.09101741169,0.07563796585,0.06584062196,0.03546416331,0.2145643693
4/3/2020 16:00:00,0.09536072568,0.06902882321,0.07258260447,0.04053047236,0.1905071521
4/6/2020 16:00:00,0.1001652765,0.0889480448,0.07230928086,0.03834500571,0.2675552666
4/7/2020 16:00:00,0.1022024061,0.09232146135,0.06942419825,0.0341727512,0.2418725618
4/8/2020 16:00:00,0.1049698274,0.1000091794,0.07722910593,0.03437142999,0.27763329
4/9/2020 16:00:00,0.09662912711,0.1039563062,0.07012269193,0.02612626037,0.2600780234
4/13/2020 16:00:00,0.09901218434,0.1156140995,0.06884718173,0.03824566632,0.2607282185
4/14/2020 16:00:00,0.1071607026,0.1270194603,0.08193634597,0.03471911787,0.311443433
4/15/2020 16:00:00,0.1107352885,0.1233936112,0.09250485909,0.03958674812,0.2704811443
4/16/2020 16:00:00,0.1170004228,0.1324352855,0.09375,0.04718621169,0.2698309493
4/17/2020 16:00:00,0.1219587193,0.1396410868,0.08655247813,0.0442556996,0.3016905072
4/20/2020 16:00:00,0.1361417535,0.1416146503,0.09417517007,0.05096110863,0.3036410923
4/21/2020 16:00:00,0.1270707614,0.1237607858,0.07798833819,0.03983509661,0.238946684
4/22/2020 16:00:00,0.1347580428,0.1360381862,0.08324222546,0.04316296627,0.278283485
4/23/2020 16:00:00,0.137986701,0.1365659996,0.08120748299,0.03879203298,0.2737321196
4/24/2020 16:00:00,0.1498635508,0.1396869837,0.08503401361,0.03655689664,0.3029908973
4/27/2020 16:00:00,0.1560133759,0.147558289,0.09405369291,0.04246759052,0.3205461638
4/28/2020 16:00:00,0.1426759427,0.1399164678,0.08266520894,0.03750062087,0.3020156047
4/29/2020 16:00:00,0.1394088481,0.1494400587,0.08239188533,0.03904038146,0.3296488947
4/30/2020 16:00:00,0.1331821501,0.1467091977,0.0837585034,0.03794764814,0.2984395319
5/1/2020 16:00:00,0.1391397932,0.1425096383,0.08306000972,0.03437142999,0.2509752926
5/4/2020 16:00:00,0.155359957,0.1359922893,0.08983236152,0.0384940148,0.2649544863
5/5/2020 16:00:00,0.1482876581,0.1506104278,0.09636175899,0.04266626931,0.2685305592
5/6/2020 16:00:00,0.1515547527,0.1575408482,0.1003401361,0.04485173596,0.2584525358
5/7/2020 16:00:00,0.1632778568,0.1848494584,0.10744655,0.06755078726,0.2656046814
5/8/2020 16:00:00,0.167928662,0.1867541766,0.1048347911,0.0513584662,0.3182704811
5/11/2020 16:00:00,0.1661221509,0.1966219938,0.1137633625,0.06059702975,0.3289986996
5/12/2020 16:00:00,0.1658146596,0.1872360933,0.1122145287,0.06392489942,0.3257477243
5/13/2020 16:00:00,0.1674289887,0.1908389939,0.1082968902,0.05935528734,0.2844603381
5/14/2020 16:00:00,0.1696198639,0.1996282357,0.1096938776,0.06010033279,0.3462288687
5/15/2020 16:00:00,0.1696198639,0.207109418,0.1120323129,0.06740177818,0.3598829649
5/18/2020 16:00:00,0.1656224776,0.2147053424,0.104197036,0.06034868127,0.3855656697
5/19/2020 16:00:00,0.1750393973,0.217023132,0.1085398445,0.06019967218,0.3709362809
5/20/2020 16:00:00,0.1843410078,0.233844318,0.1140670554,0.05776585705,0.3979193758
5/21/2020 16:00:00,0.1829188607,0.2224160088,0.1097242468,0.06019967218,0.3719115735
5/22/2020 16:00:00,0.1891455587,0.2417615201,0.1137026239,0.0612924055,0.3803641092
5/26/2020 16:00:00,0.1781143099,0.2262483936,0.1124271137,0.06044802066,0.3784135241
5/27/2020 16:00:00,0.1728869585,0.2276711952,0.1063836249,0.06094471763,0.4148244473
5/28/2020 16:00:00,0.178690856,0.2221635763,0.1102405248,0.06049769036,0.4031209363
5/29/2020 16:00:00,0.2106315102,0.2356572425,0.1779336735,0.06531565092,0.4752925878
